Synthetic_D_ORIXCOOR,Synthetic_D_ORIYCOOR,Synthetic_D_DESTXCOOR,Synthetic_D_DESTYCOOR,Synthetic_P_SEXE,Synthetic_P_GRAGE,Synthetic_D_HREDE
295726.8660068512,2811710.7835412025,306326.6520500183,3612307.1321845055,1,22,14.264926619945186
368811.4647865296,2087951.065212488,292864.59136009216,2857660.427093506,2,78,21.833008682778186
214051.65243148804,2934248.569369316,349550.1642227173,3490340.639472008,2,81,4.660738669494156
196918.970823288,2749416.590750217,272599.1969108581,3501061.254501343,1,58,6.537058266525526
240703.95874977112,2490210.995256901,316635.2038383484,2930392.035007477,2,54,20.5393937997714
328408.92124176025,2501873.876929283,316553.37858200073,3996455.266058445,1,62,5.510982734002908
321134.8419189453,3350352.417945862,250930.14883995056,2941455.1812410355,1,68,11.926454913446273
219008.05282592773,1445320.7800984385,245380.8193206787,2760356.7927479744,2,64,14.842249534859853
272181.7915439606,2491210.6052935123,316943.83668899536,2913707.40121603,1,61,1.3613855968682467
257675.886631012,2294164.9425923824,275877.482175827,3067789.864301681,1,20,7.831054374423003
324590.24238586426,3214981.945216656,231157.6371192932,2368972.840100527,1,23,15.255736759639278
358042.61016845703,3140882.9649686813,249521.2023258209,3302859.2431545258,2,32,14.413500443105589
267806.9477081299,2069485.8808219435,254313.97008895877,2543603.352546692,2,62,19.918922689401022
273717.7674770355,1723539.91574049,217150.51579475403,2031329.12799716,1,10,13.84162366274504
397919.9771881104,2182999.651491642,360478.9500236511,2068926.820963621,1,31,18.33046540182092
314730.7639122009,2661234.9905371666,259988.11173439023,3005536.347091198,2,5,22.27532448870699
258093.52445602417,2416340.0123417377,215242.374420166,2326187.32854724,2,54,21.532804611545124
308419.99101638794,1948807.7030181885,178129.6854019165,2543661.0017716885,2,39,5.844700681004664
269867.9392337799,2141832.294046879,242185.61100959775,3904057.167887688,1,85,4.760640364207035
212599.27201271057,1276415.3556078672,299173.16484451294,3116348.8616347318,1,51,10.316544872737417
389491.0101890564,2849634.1869831085,253564.50724601743,2130127.6663839817,1,84,18.658755486802594
200821.24519348145,1901264.371871948,269224.5309352875,3329846.726238728,2,54,8.039628438156582
341668.9043045044,3349904.37489748,336879.873752594,2694314.024090767,1,32,23.5497083825204
271107.1376800537,2198608.2173883915,412360.4898452759,2701233.766078949,2,86,15.60479764085132
217546.3740825653,2169087.838381529,407382.81059265137,3528218.1681990623,1,25,21.21554811747428
327442.1458244324,2989893.6809897423,363278.8186073303,2500500.0821352005,2,72,21.40010671433996
221499.4673728943,2522524.9914824963,275631.4878463745,3082768.5703635216,1,54,6.7911074635735575
182002.72369384769,2589094.860613346,368893.7907218933,2644315.1723742485,1,62,15.14162124801005
300934.7324371338,2592943.137526512,277475.4886627197,2571019.611299038,2,90,22.64744945595252
295706.66003227234,2283375.8213222027,239513.6480331421,3666794.671833515,2,97,22.099820786188584
191863.40022087097,2593261.2022161484,254103.3809185028,4224792.071759701,1,1,14.419650213165895
359857.2497367859,2285689.2831921577,340260.3511810303,3529410.604953766,2,41,4.974615497311024
308786.1661911011,2349874.584645033,253524.22046661377,2209524.4116187096,1,87,13.79261577225205
337269.8311805725,2778995.995223522,205118.3407306671,1893356.641441584,2,38,4.010465137376971
292015.4755115509,3131593.6410427094,291776.8483161926,3012776.906251908,1,32,2.283266862196294
309504.5690536499,2420768.4514820576,326251.531124115,3146578.157901764,2,46,23.933408224804918
216208.91737937927,1778266.921401024,308459.2227935791,2107661.442279816,1,6,0.9766020866399528
428962.7556800842,2591311.2210035324,336853.5165786743,1910572.351515293,2,35,23.333230074436212
384439.5523071289,1939686.5863800049,288866.7230606079,3615656.292200089,1,97,18.75763315381119
347471.3091850281,2180092.1120643616,360721.8508720398,2159092.9613411427,2,86,14.01632097838247
371301.7349243164,2471710.946083069,231569.71383094788,4182038.366675377,1,97,16.288169736583164
232614.72034454343,1907638.204753399,284373.987197876,3104088.385343552,2,73,8.70911360944243
408996.1771965027,3120730.814397335,262883.0556869507,1588495.0005710125,2,73,15.330719433409644
332032.5140953064,3345044.1017746925,196835.7150554657,2074568.340480328,2,9,4.9361234581872075
222397.56035804749,1966752.5152266023,310948.77767562866,2649784.967541694,1,54,15.570869627611858
256447.30973243716,1020044.3587452172,433746.70791625977,3498591.054022312,1,95,20.944601366717055
383717.5016403198,1965662.5320017335,278488.16561698914,3010945.8934664726,2,93,13.439622519887115
322252.46477127075,2209577.7792036533,303065.90843200684,1563278.7402272224,2,79,10.949211430499039
434838.903427124,1928304.9167096613,467832.2558403015,3067166.274011135,1,71,13.658020088526676
272558.1591129303,2472544.7954833508,311801.326751709,2660685.7172846794,2,34,20.498081168906413
345141.4351463318,2945232.8110933304,245637.3994350433,1927344.9118435383,2,41,0.1329547471389808
271865.8809661865,2470250.448077917,296000.9877681732,2830894.6717977524,1,36,23.825010437911367
375560.2960586548,1457344.0841138363,283209.4614505768,2745815.119802952,2,76,16.028444886232712
245560.97435951236,2537514.095813036,178988.15321922302,3385507.741093636,2,38,1.0957801973051566
326606.333732605,1916644.4816887376,211278.26619148251,2841353.495121002,2,45,20.19024988918085
292049.5753288269,3072143.986403942,202385.70618629456,3275495.2815771103,2,23,4.374284841046271
269692.80886650085,1987994.4961071012,152534.81316566467,3111407.8490138054,2,61,22.1601934542319
292432.57689476013,2554223.6548662186,294935.9362125397,2391013.193935156,1,93,19.59502380001076
159584.2843055725,1864778.5290777683,210988.2836341858,3005217.9765701294,2,40,4.9840756071445504
345276.11780166626,2055321.756780148,227805.6447505951,3135622.66433239,2,25,3.940481105444255
284495.8131313324,2504699.9122798443,343892.34828948975,3669260.590672493,1,66,23.785301226358776
294495.85723876953,1874235.9073758123,375939.1312599182,3429964.315593242,1,94,1.212012777121599
307067.0847892761,3313621.45125866,333927.7629852295,3501802.589893341,1,82,11.205054764047356
391271.5320587158,3927023.2734680176,362687.08753585815,2500664.619445801,2,63,3.912198843345991
424550.9867668152,2614701.5147805214,248747.51019477844,3290181.918621063,1,13,8.081492351800597
331198.4543800354,1958923.8422214985,201875.03147125244,3595343.8859581947,1,90,14.28717964871978
365003.08561325073,2322864.4700348377,332091.6657447815,2103828.762769699,2,28,16.758991464886904
253071.713924408,1566552.0540475843,268971.223115921,3215078.282117844,1,18,11.744652247173045
298856.36019706726,2801905.2161574364,241203.27877998352,2985537.112236023,1,51,4.103285241324435
373507.51209259033,2531855.4497361183,216788.43545913696,3090218.6240553856,2,78,11.884950805857535
234305.2988052368,2960387.981891632,267015.1596069336,1954922.496676445,1,54,15.402442619466687
343176.6276359558,2231894.9104845524,161775.93517303467,3453717.9371118546,2,34,17.773656032472587
297149.68848228455,2490338.679879904,257670.34339904785,3144319.5927739143,1,1,6.231492727909617
157687.69431114197,1897108.4285378456,226889.06240463257,2764343.917131424,1,96,22.282412769372907
233717.23341941836,2666580.6181430817,172617.2273159027,3884207.178771496,2,3,11.47215550298456
460427.4635314941,2584155.0713181496,305437.30306625366,2008650.8097946644,2,90,11.465631449202982
499785.8052253723,3537639.305472374,334976.4709472656,2169684.515506029,1,26,10.532248922543905
256162.7452373505,4275496.476590633,160971.64797782898,2646639.1854286194,1,19,21.152148023787205
384883.0466270447,2949872.579753399,318681.836605072,2738488.010346889,1,34,18.84101017133902
270972.8126525879,2349200.685083866,254106.34922981265,3464647.129178047,1,69,2.150190157731065
331961.9898796081,3235457.359611988,349395.3113555908,3133906.644165516,2,64,13.031832178852168
247061.56301498413,2158273.3331024647,192769.7186470032,3701850.5997657776,2,32,7.867896660922339
363490.3554916382,2363010.656327009,273538.89989852905,1953606.962770224,2,48,22.380473511171214
383891.0942077637,3777179.939866066,380483.9377403259,2062123.7536668775,1,68,20.577264491825524
277419.3232059479,2187001.302868128,236581.3140869141,3417227.6597619057,2,96,9.669009590060586
374516.3445472717,2786100.459396839,303850.2221107483,4153182.5593709946,2,52,3.761331597619787
307751.8348693848,2985100.079119205,201565.0932788849,2580402.5196433067,1,42,9.998198609237201
234923.70891571045,2892024.870157242,232542.2112941742,3424218.966305256,2,71,18.574974626937173
372770.7986831665,2994781.4789414406,390608.6330413818,2360630.064457655,1,81,1.4269499072064493
379132.42626190186,2838949.3542313576,334570.8136558533,3444240.526854992,1,20,0.1483873486829372
324088.95540237427,1490251.24040246,244160.62879562375,3914986.971616745,2,29,7.535307035471607
322293.5919761658,3496786.954402924,332934.1297149658,2557078.285455704,1,69,0.35034299025783294
286813.5278224945,3228002.4126172066,279433.9482784271,2965154.058933258,1,71,6.8371776333410805
366518.3906555176,2658797.5140213966,288731.98676109314,3413662.888586521,2,12,22.030569346201542
236480.0338745117,2873004.295885563,367779.2434692383,3022337.502658367,2,68,6.837598100969707
347147.69172668457,2606968.5670137405,227138.81182670596,2451012.1218264103,1,78,9.474985481869842
338571.6681480408,2527822.144806385,496439.4097328186,2131560.945391655,2,5,20.394612151021825
263965.00515937805,2326341.0088419914,303571.3438987732,2889061.3635778427,1,40,9.397250885346418
325456.488609314,2870437.452673912,327489.209651947,3705404.66684103,1,8,8.609505528184446
202209.05590057373,2575349.266886711,129153.49650382996,2778015.19382,1,14,2.350730233514742
304259.99212265015,2133951.018035412,285815.1559829712,2416496.598035097,2,79,12.312246197919105
314192.569732666,3370876.765370369,235783.2853794098,3187723.189651966,1,97,20.88999295832061
242985.0165843964,3480832.3402404785,288142.8842544556,2442984.5054745674,2,42,3.79302395947739
386779.2253494263,1754305.0286769867,284940.7379627228,3012305.9258461,2,31,14.622241260729204
296850.3360748291,2800142.7096128464,307447.27897644043,3041467.2587513924,1,68,8.666092748303656
331633.4013938904,2236435.2839291096,198410.1538658142,3053066.221654415,1,47,0.12116199015517742
389879.608631134,3961649.2024064064,207693.06468963623,2991917.979240417,2,49,5.301098097339017
296399.760723114,2256633.3092153072,264644.46234703064,3215033.019065857,2,95,12.895093008496092
388433.9694976807,872052.3757189512,263549.62038993835,2523961.787551641,2,70,0.6734581071808642
314426.45835876465,3294581.609606743,258958.42957496643,2998487.238407135,1,56,7.457739818274968
328834.3195915222,2522066.2443339825,344084.17987823486,2727618.455410004,1,87,11.427973263712795
380795.9680557251,2686157.499790192,120616.91927909853,2715482.146680355,1,20,0.9722718325330335
327863.53874206543,2764575.125694275,219671.8637943268,3488302.884638309,1,55,14.608153220787512
278561.47933006287,2346963.3752405643,222852.9279232025,2400869.8351681232,1,17,19.600335991404844
129249.21560287476,3211783.86592865,146341.7445421219,2496244.284838438,1,7,11.519679753446704
448116.8394088745,2747103.587627411,305365.59867858887,3082912.3111367226,1,92,14.147488356723139
274820.4951286316,2776714.492738247,180427.48022079468,3342967.2005176544,2,61,16.76640548707807
283090.0137424469,1209757.4070245028,283633.465051651,2058599.810987711,2,48,17.38633160602232
378306.556224823,2430767.7630782127,387051.8808364868,3072233.5950136185,1,78,12.382921773068862
281632.8053474426,1319337.4973535538,393599.6537208557,2826602.327644825,1,22,14.258317647251806
294845.760345459,2110058.8548779488,214668.90025138852,2212509.632229805,1,41,23.834557173282082
414982.8677177429,2144568.720787764,311604.3095588684,2337513.795644045,2,95,23.022460458577704
307351.39894485474,3212053.303420544,311916.0180091858,2944135.4879140854,1,13,0.1681792310027719
227663.3803844452,3173781.252145767,426549.1251945496,2063550.457298756,1,45,13.361481756795195
389606.4882278442,1783236.2234294417,169593.1797027588,3362175.861120224,2,16,7.5481117659556265
235531.4438343048,3251641.34734869,217473.6862182617,2830625.540137291,2,76,3.855838603375043
264900.98881721497,2628822.9753375053,328118.74198913574,2531139.192521572,1,51,6.616059384720167
131036.4340543747,1261736.517265439,307011.50941848755,3168854.0019392967,2,24,9.661957287639709
358740.1990890503,3108768.5237526894,282225.412607193,2432620.0311481957,1,94,6.498846442913953
309099.4482040405,2382532.488316297,197691.9298171997,3345928.260445595,2,67,5.232986991464318
301998.6753463745,1980441.2243068216,239515.47193527225,2754792.8014993668,1,75,15.628861564010784
239033.12134742737,1304344.5701301098,222732.76495933533,4212512.022256851,1,76,0.49249178685971307
323151.8988609314,2389537.404358387,350417.6263809204,2567816.6387081146,2,15,19.290735477111422
298120.0222969055,3204989.8206591606,308817.95930862427,1894846.9580113888,1,41,4.681376069641327
95285.76183319092,1715141.784608364,147603.9742231369,3430906.8880677223,1,11,21.53646160595052
90778.03242206572,723136.6288512945,171694.6725845337,3617916.3864851,2,63,13.741368380769837
209118.837594986,2059300.929546356,299998.90971183777,2662995.35626173,1,32,18.98236215109803
305005.7535171509,2693553.421318531,418807.5189590454,2108628.3283531666,1,8,21.06610282705577
301672.84059524536,2484896.5624570847,250786.8294715881,1792539.3097698689,1,71,16.578891736013468
330617.8812980652,2525655.6349396706,270603.9731502533,4104434.8640441895,1,70,9.703398996325475
290016.3357257843,2836685.8958005905,367753.4942626953,2025458.540737629,2,16,2.713270774184569
332834.2800140381,3342315.779566765,293759.6087455749,3206520.812809468,1,73,1.8772048887625108
313471.34160995483,2199444.2076087,269694.4718360901,1860961.1411392689,1,73,5.402125411014072
272707.8084945679,2341693.440914154,193654.57940101624,2720071.453154087,1,86,1.081654377613628
247285.74204444885,1904021.136403084,372160.0775718689,3544829.0966153145,2,55,2.902212432987559
311328.25660705566,2081863.49055171,243577.552318573,4479994.333803654,1,65,22.443925043894296
341390.77711105347,3045507.903635502,350895.70331573486,2149503.616780042,1,56,11.437275559059243
296455.64007759094,2157754.948824644,373980.15308380127,2700436.1577034,1,92,5.277135357258421
375910.8428955078,1742730.0735414028,333524.9309539795,2514460.6753587723,1,52,15.939862982535123
371261.8951797485,1918071.491152048,201737.25533485413,2527949.676513672,1,3,14.257922926587618
315852.3564338684,3301991.59938097,303508.54444503784,1370450.1871466637,2,35,20.40370946475759
275670.6838607788,2040584.657549858,385705.91259002686,4789897.911667824,1,94,1.802839680701695
223653.56731414795,3029493.9581751823,313237.5602722168,2903193.2224035263,1,17,1.9524743942226892
197429.53824996948,1917251.4041662216,325439.64433670044,1459970.2586233616,2,86,18.064686229434407
293241.8708801269,2403034.3571305275,30630.838602781296,2845814.964056015,2,71,21.358219656481502
300597.45359420776,2453308.9158833027,311708.37926864624,2049600.1094281676,1,13,4.421396967563206
231216.87817573547,1866921.948671341,75022.68749475479,3299385.303914547,2,40,23.180212771361717
372434.0920448303,1853700.7029354568,337911.70167922974,2602123.8912940025,2,82,4.413780404972606
362220.0970649719,3187180.950522423,161095.04747390747,2895013.7607455254,2,96,5.6037071243099055
364919.686794281,2571709.2611789703,321840.4417037964,2817929.865717888,2,92,1.3232139483407006
241980.38625717163,3093785.5360507965,246913.1116867065,3548378.270387649,1,79,2.483874874991706
168327.96382904053,2522213.5021686554,154047.82938957214,2298492.304444313,2,85,0.14988007131726241
281465.256690979,2283554.8856258392,183269.78135108948,3447899.7999429703,1,8,11.047324672695511
176018.19682121277,2689178.8085103035,216050.7206916809,2984177.6915192604,2,76,17.63622256831457
205513.80562782288,2831971.5042710304,184773.1595039368,2389620.7434237003,1,41,15.544895361673204
328602.7913093567,1042631.3098073006,294004.3692588806,2825946.930885315,2,73,14.778088433046591
369450.68883895874,1200768.6389386654,268472.6004600525,2435540.7213270664,2,75,10.565144376591201
220125.40745735168,2703881.6546201706,208551.9437789917,2146335.050225258,2,57,6.880927391935197
330289.0067100525,2379422.182649374,263952.023267746,2579836.1198306084,1,21,19.763279795134128
295906.93163871765,1177935.4935735464,303079.35523986816,1834894.8223292828,1,78,23.285034082110766
261209.7685337067,1576055.30706048,324561.4891052246,2680204.185128212,1,76,9.435692664760614
386675.7636070252,2602239.8014068604,521648.45514297485,2100878.2540261745,2,98,0.9823264927679303
200295.29976844788,2017568.54853034,249499.69100952148,3219051.644086838,2,47,20.939113380403857
383344.28119659424,3230899.553775788,187814.4268989563,2037079.064756632,1,65,14.004557567307481
266961.9624614716,2595850.982785225,70499.63819980621,3007753.0133128166,2,49,16.64644166234163
354538.89417648315,2544833.5594832897,203338.19437026975,3671400.799036026,2,77,4.740662230049342
414710.7129096985,1845574.6088624,172079.8020362854,2459870.22343278,2,66,16.902311775134553
171448.1954574585,1683754.4576227665,173331.41016960144,2505955.809056759,2,10,21.33641421369035
262873.66795539856,1879132.880270481,273630.32746315,3260653.282165528,1,45,17.23895278386107
429079.2708396912,3568991.9205904007,321559.2746734619,2309488.01484704,2,73,19.504997231270366
252907.31239318848,2608191.5869116783,235795.4089641571,3724017.567813397,1,12,0.019798362405661508
300642.8723335266,2265656.7127108574,379098.3085632324,2516183.1179857254,2,24,9.454716871665603
475222.7430343628,2502387.5208199024,419956.50577545166,1858490.3289973736,1,51,11.71226405696979
290192.39592552185,2757096.0180163383,266837.90135383606,3340497.917532921,2,39,3.0004461387115517
370309.4606399536,2362459.242254496,239656.75282478333,3684678.776502609,1,20,9.605207560982466
287005.7170391083,3242593.936085701,198806.90622329712,3855684.116065502,2,47,13.681520584271453
312667.7875518799,1810666.0916805267,330489.0995025635,2356959.322690964,2,61,14.094023866319931
333510.9119415283,3723874.132871628,243769.77729797363,982371.8899935484,1,19,7.883026194562709
308786.3450050354,3990310.806751251,317733.47902297974,2019348.0287194247,1,51,12.946213123290512
301753.8433074951,2784868.876218796,222486.5202903748,3472313.7115240097,1,76,10.082722822314098
154844.24877166748,1567295.2244281769,185513.03791999817,2378228.9813160896,1,33,23.91493125627876
343547.1658706665,2974606.3910126686,302481.72330856323,3060605.8839559555,1,76,15.069072988577712
309225.76236724854,1753353.7400066853,235625.6966590881,2658648.574113846,1,18,6.365029005522361
215632.474899292,792338.330373168,300036.9076728821,3824207.333385944,2,4,6.786364472010692
341829.30040359497,3218245.472431183,226464.2004966736,2211828.6985456944,1,17,21.595617129569405
275234.8248958588,2208492.9951131344,139658.53798389435,3100519.3325281143,1,12,15.302528172670764
277155.44748306274,1665092.1648740768,281875.0088214874,2828786.881566048,1,42,6.168806893066327
345884.58585739136,2313664.9076342583,202819.1869258881,1434349.6891260147,2,59,11.36267582151412
353664.5655632019,1410328.465104103,271653.1102657318,1886714.7473096848,1,92,17.46338458185822
236305.04655838013,2911913.394033909,302236.4978790283,2472399.219721556,2,64,18.079875057655535
252473.06275367737,1403369.117945433,212505.1622390747,2778114.589035511,2,20,14.226825933439038
342019.62995529175,3102996.2612986565,318315.9832954407,2976268.5848474503,1,40,18.4935546336205
468840.33727645874,2386898.5378444195,421308.3748817444,1679632.0028305054,1,42,13.741558120826895
269550.15110969543,1955529.4191539288,236397.9046344757,3518775.011062622,1,93,13.322858446587237
388307.5838088989,3153313.177704811,155172.7478504181,1375300.9794950483,1,95,19.507052784360006
308851.82666778564,1998931.7927062511,164726.49025917053,3935578.296124935,2,60,3.9148180531034273
394553.590297699,2318613.871872425,372907.9847335816,2206444.9949264526,2,94,8.59973504591239
344778.1209945679,2511486.9234263897,222134.9899768829,2418023.308545351,1,73,18.298119039883744
211551.18989944455,2019005.038768053,341200.0541687012,2639030.711054802,1,98,12.823823441672776
259477.20456123352,2619270.942211151,226002.30622291565,2261375.072658062,2,16,0.17726653843610535
286362.75577545166,2584941.975593567,223427.52861976624,2980756.966948509,2,94,20.375761906606517
290650.37417411804,2402472.6977050304,304523.24199676514,3384384.728074074,2,58,6.867184268063956
226417.1724319458,3099584.100008011,317720.675945282,3149670.725345612,2,16,20.13036601241606
386955.500125885,2149270.2673971653,322646.7852592468,1409565.4156804085,1,7,4.94876908581667
350159.2044830322,2217705.09660244,302867.9971694946,1765330.0988972187,1,64,23.24740877746579
318029.0584564209,1578921.406328678,196060.37783622745,3004954.34987545,1,32,4.990416277611563
343491.9481277466,1598166.7667031288,284684.2830181122,1087564.5990520716,1,73,16.366120804742316
133386.94322109222,2899124.7468590736,213861.43016815183,1722614.011079073,2,88,22.45238993472429
124997.0202445984,2918210.463225841,156389.61243629456,2240309.097766876,1,82,7.100176569406925
337805.84383010864,3186614.244878292,322155.3330421448,2837292.3595309258,2,47,14.412310352854039
315154.803276062,3431851.295530796,352927.9594421387,2400055.864810944,2,72,9.833143868766701
280349.60079193115,3534461.716890335,277976.73988342285,3620016.225099564,1,67,4.191424715798393
160039.45517539978,2231784.5053374767,271372.962474823,2497182.4227571487,2,11,12.171788181430179
255940.06824493408,1916792.0453548431,366362.89405822754,3455456.588804722,1,69,17.99568896951853
232024.88470077515,1902228.658378124,247356.1589717865,2374402.265518904,1,76,16.964912878382158
431938.7559890747,3591431.690275669,215906.27479553223,2528108.70885849,1,98,2.9065571796875287
336576.46226882935,2213490.4336333275,307863.8081550598,3100755.4343938828,1,4,22.42408453863899
386485.1479530335,1601841.025531292,256397.6709842682,2944145.886182785,1,12,14.846644371142265
323151.93462371826,1829949.68098402,266968.7752723694,1951048.377007246,1,77,10.294996136492472
268524.5101451874,2318426.855951548,299932.51609802246,3484083.634197712,1,62,19.466983856880088
295807.36804008484,2648612.4098300934,253329.20598983765,2790271.082639694,1,51,0.6018274281853997
283844.12574768066,2699144.937396049,294542.2236919403,2850577.9827833176,2,4,6.407827253421248
225754.8098564148,2627282.196581364,267016.12520217896,1806820.720165968,1,94,5.119532904531992
175593.96076202393,3065722.7496504784,284731.84752464294,4354537.998616695,1,75,5.778225827578002
277910.1138114929,1625852.1571159365,446459.1627120972,2036392.3202753067,1,30,6.983318600147721
397723.5321998596,2473402.805566788,381165.934085846,1968044.1942811008,2,30,14.016229999288996
448998.6066818237,2571674.3963956838,402331.2096595764,2377347.4222123623,2,44,19.250979488544893
229593.62316131592,3781854.879140854,132542.7179336548,3209872.725307941,2,72,4.09789667199352
220861.7632389069,2290082.0929706097,232537.20450401303,3515157.02521801,2,64,15.822971946697013
201730.2458286285,2952745.866060257,209555.8409690857,2511880.6813955307,1,20,5.047579631541527
338393.1760787964,3043242.916047573,400544.6081161499,2744298.195898533,2,23,9.493191552595391
316715.8846855164,3109855.1428318024,283265.2156352997,1915441.4937496183,2,38,1.9095287879099807
363135.7316970825,2454145.211935044,305751.6579627991,3561329.925715924,2,95,4.9387180927816186
306203.9141654968,1855561.9930326936,282680.40466308594,1775869.9675500393,1,6,12.111541718079959
300153.78046035767,2495523.1343209743,305992.8779602051,2090192.809611559,1,61,21.746985056761204
281249.3031024933,3545872.8992938995,313013.57793807983,2843454.862892628,1,86,23.202045306139656
238628.35812568665,2289182.7956438065,300698.80533218384,1662996.760815382,2,13,11.527102153843334
273862.1060848236,2885406.677961349,299379.1227340698,1642328.2138705254,2,78,17.529657910781356
333412.3854637146,1806444.3945884705,284719.72393989563,3108815.9276247025,2,80,23.696963278179123
266437.1078014374,2784031.509757042,195560.57500839236,1980553.1586110592,1,68,18.154598132133454
268880.9757232666,2685591.4058089256,242392.4987316132,3407552.988231182,1,72,20.94745898945526
359074.652671814,2681027.7891755104,236902.23145484924,3442905.572652817,2,54,11.216549240790602
193616.17016792297,2224845.495969057,250481.09340667725,4086489.2872571945,1,95,6.998953193026543
216946.93613052368,2178839.885264635,255694.66400146484,3680068.673491478,1,1,9.088725684772044
303752.911567688,2307079.5923173428,331454.6947479248,2045641.1215364933,1,96,7.701792887938094
349297.24979400635,1338593.255996704,431783.5097312927,3198972.8930592537,1,68,6.764345887398887
241537.10651397705,2368896.382242441,322048.330783844,3660418.392300606,2,54,9.675884323426713
403797.9130744934,2358316.2967562675,310133.8152885437,2478057.8657984734,2,6,11.805816068983377
338530.7197570801,1914190.4902756212,218042.17147827148,2567455.451786518,1,31,0.8989419984898434
251742.6972389221,2199696.059793234,308393.3119773865,2764194.059729576,2,69,1.7609784757990814
255245.39399147037,1448594.2468345163,380167.4370765686,2739352.901637554,2,38,7.068568963507046
212581.640958786,2005259.7508728504,346254.0154457092,2415546.8385219574,1,12,15.607972781482852
234090.4896259308,2819099.9767780304,213221.0259437561,2835433.82191658,1,25,15.85930020944091
248165.18473625183,2120210.4705274105,295332.27729797363,3316078.195154667,2,19,1.3406433070533732
146645.43318748474,2981442.335188389,223675.0249862671,3463645.8370685577,1,95,21.612938026961526
197812.2179508209,2145555.4859042168,206024.19424057007,2185596.007436514,2,40,18.109798592894965
299661.1838340759,2534161.265820265,469830.10816574097,2698276.0702967644,1,99,13.931869797365247
240694.85712051392,2247371.35720253,130030.75766563416,1976992.821991444,2,50,20.956447950366794
345579.5650482178,3449980.982840061,186309.6182346344,2691407.707989216,1,5,7.284486424227863
253735.9719276428,1790463.0201756954,348107.38611221313,2737310.5593323708,1,59,2.887905317171165
242516.95322990415,1550778.0333459375,243369.85993385315,3520743.9538240437,2,37,20.43117670823304
298676.0084629059,1813727.923065424,291689.03279304504,2819617.443561554,2,9,13.707739752607852
441982.412815094,3371814.444541931,337980.6880950928,2970565.746128559,2,26,13.879483586941651
370985.0196838379,3009013.038814068,343570.6977844238,3421988.231837749,2,31,14.804664574623075
321495.97454071045,3119561.926662922,305117.5479888916,1997638.2786631584,1,56,3.9574281671657925
402475.8343696594,1985861.168950796,338818.395614624,1943103.9468050003,1,59,17.689932465328546
229701.30491256717,2899938.870131969,208135.0212097168,2701428.274869919,1,86,15.635890928504137
361488.4977340698,3223354.692339897,242357.39755630493,1368971.1863398552,1,1,1.5696075532421403
263858.1280708313,2676922.919690609,382264.03045654297,2489928.7128448486,1,26,16.13734144852313
352948.8091468811,2257291.305541992,335377.33602523804,4083503.7608146663,1,84,22.234098742585772
398326.9577026367,1958083.264529705,249765.35487174988,3120705.736219883,2,59,12.632534188400118
196568.3524608612,2653168.6865091324,366414.249420166,2876199.3168592453,1,94,21.817601837238012
255492.2466278076,2427410.957276821,257110.72731018063,3051462.441623211,1,87,7.8499071244764655
385713.9234542847,2872376.118123532,370905.8051109314,1767036.026626825,2,0,0.5314592300769192
214768.30291748047,1912411.468833685,334534.5501899719,2804017.288029194,1,78,12.705261782004133
196788.86580467224,3628188.346803188,201968.3723449707,2481147.2220122814,2,6,2.0554071101894977
265740.14472961426,1378377.0320415497,308687.1747970581,2614278.549909592,1,98,4.97917649004134
222500.53930282596,1617680.49415946,324374.62854385376,2384020.9698975086,1,83,21.416237835588106
365577.543258667,2985994.0243959427,297889.1019821167,3284950.06030798,2,63,12.642924251622768
217195.82724571228,2412132.230579853,459253.6931037903,2128612.2716367245,1,87,3.798865643893647
303158.8201522827,3246859.3670725822,388884.5090866089,1960009.6967220304,2,71,9.185861669621547
251891.2558555603,1736928.1454384327,359201.07412338257,3603330.062150955,1,96,10.377023889866313
335365.06938934326,3167683.585047722,336486.76919937134,2739583.192706108,2,42,2.5211206335210323
252751.0826587677,1813296.8536615367,316365.73123931885,4337812.383413315,1,26,23.16966558624552
233273.57816696167,1887718.3331549168,395419.9080467224,3001089.86389637,2,95,22.411249279122988
246540.5170917511,2112456.420391798,358085.6328010559,2752555.0329089165,2,24,4.463093738467056
172853.994846344,2182483.408033848,252105.31401634216,3053502.9489398003,1,9,15.999524064977056
333185.50634384155,2507295.503646136,347746.5395927429,3095019.5658802986,2,63,8.273462553546866
199600.661277771,2186511.360913515,277422.3988056183,3144285.9513163567,1,9,9.271203815220941
223857.55825042725,2300961.4345133305,420801.2943267822,2291326.97981596,1,64,16.90104826884294
305049.9920845032,1459062.0921850204,306547.88064956665,1840083.2525789735,1,3,2.9792649733125125
406723.3448028565,2403218.620568514,399090.5647277832,3135453.5395503044,2,27,12.428714590583327
206892.103433609,3437652.611970901,332055.5810928345,2631134.7551345825,2,28,23.16637728864734
229948.9085674286,2677023.844063282,219789.11209106445,1828316.2353038788,2,70,3.4219717382871515
282022.4230289459,1261455.228805542,289586.0199928284,2341327.36068964,1,96,19.377409777700144
352243.99614334106,2025057.2898983955,321434.3910217285,2140459.110915661,1,70,4.16853927491249
339834.0229988098,2034949.2546617985,158895.29633522034,3633234.871268272,1,11,12.568351978311732
346218.93215179443,3456741.692483425,261672.46747016907,2959679.676294327,2,25,13.438998652557613
226009.99522209167,1796542.4903035164,408993.03007125854,1704490.8991456032,1,25,14.794440389511434
